datelementid,uid,name,formname,valuetype,categorycomboid,uid,name,categoryoptioncomboid,uid,name,HMIS-CODE,HMIS-NAME,UPHMIS-DHIS2-NAME
1630810,ydiXGNAa9yC,Prolonged labour,Prolonged labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a328,"Number of pregnant women, diagnosed with prolonged labour during delivery at facility, died at the facility during the reporting month.",Prolonged labour_Died at facility
1630810,ydiXGNAa9yC,Prolonged labour,Prolonged labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a329,"Number of pregnant women, diagnosed with prolonged labour during delivery at facility, managed , referred and survived after 3 days (from the date of referral)",Prolonged labour_Outreferral (survival)
1630810,ydiXGNAa9yC,Prolonged labour,Prolonged labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a330,"Number of pregnant women, diagnosed with prolonged labour during delivery at facility, managed , referred and died after 3 days (from the date of referral).",Prolonged labour_Outreferral (died)
1630810,ydiXGNAa9yC,Prolonged labour,Prolonged labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a331,"Number of pregnant women, diagnosed with prolonged labour during delivery at facility, referred and survival status unknown.",Prolonged labour_Outreferral(status unknown)
1630811,QhrU3Mso18t,Obstructed labour,Obstructed labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a332,"Number of pregnant women, diagnosed with obstructed labour during delivery at facility, managed and sent home healthy during the reporting month.",Obstructed labour_Sent home healthy after discharge
1630811,QhrU3Mso18t,Obstructed labour,Obstructed labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a333,"Number of pregnant women, diagnosed with obstructed labour during delivery at facility, left the facility against medical advice during the reporting month.",Obstructed labour_LAMA
1630811,QhrU3Mso18t,Obstructed labour,Obstructed labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a334,"Number of pregnant women, diagnosed with obstructed labour during delivery at facility, died at the facility during the reporting month.",Obstructed labour_Died at facility
1630811,QhrU3Mso18t,Obstructed labour,Obstructed labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a335,"Number of pregnant women, diagnosed with obstructed labour during delivery at facility, managed , referred and survived after 3 days (from the date of referral)",Obstructed labour_Outreferral (survival)
1630811,QhrU3Mso18t,Obstructed labour,Obstructed labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a336,"Number of pregnant women, diagnosed with obstructed labour during delivery at facility, managed , referred and died after 3 days (from the date of referral)",Obstructed labour_Outreferral (died)
1630811,QhrU3Mso18t,Obstructed labour,Obstructed labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a337,"Number of pregnant women, diagnosed with obstructed labour during delivery at facility, referred and survival status unknown.",Obstructed labour_Outreferral(status unknown)
1630812,otE1dWi2drM,Rupture of membrane>12 hours without labour,Rupture of membrane>12 hours without labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a338,"Number of pregnant women, diagnosed with rupture of membrane>12 hours without labour during delivery at facility, managed and sent home healthy during the reporting month.",Rupture of membrane>12 hours without labour_Sent home healthy after discharge
1630812,otE1dWi2drM,Rupture of membrane>12 hours without labour,Rupture of membrane>12 hours without labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a339,"Number of pregnant women, diagnosed with rupture of membrane>12 hours without labour during delivery at facility, left the facility against medical advice during the reporting month.",Rupture of membrane>12 hours without labour_LAMA
1630812,otE1dWi2drM,Rupture of membrane>12 hours without labour,Rupture of membrane>12 hours without labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a340,"Number of pregnant women, diagnosed with rupture of membrane>12 hours without labour during delivery at facility, died at the facility during the reporting month.",Rupture of membrane>12 hours without labour_Died at facility
1630812,otE1dWi2drM,Rupture of membrane>12 hours without labour,Rupture of membrane>12 hours without labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a341,"Number of pregnant women, diagnosed with rupture of membrane>12 hours without labour during delivery at facility, managed , referred and survived after 3 days (from the date of referral)",Rupture of membrane>12 hours without labour_Outreferral (survival)
1630812,otE1dWi2drM,Rupture of membrane>12 hours without labour,Rupture of membrane>12 hours without labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a342,"Number of pregnant women, diagnosed with rupture of membrane>12 hours without labour during delivery at facility, managed , referred and died after 3 days (from the date of referral)",Rupture of membrane>12 hours without labour_Outreferral (died)
1630812,otE1dWi2drM,Rupture of membrane>12 hours without labour,Rupture of membrane>12 hours without labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a343,"Number of pregnant women, diagnosed with rupture of membrane>12 hours without labour during delivery at facility, referred and survival status unknown.",Rupture of membrane>12 hours without labour_Outreferral(status unknown)
1630813,aV5DEFM7V3S,Rupture of membrane >18 hours in labour,Rupture of membrane >18 hours in labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a344,"Number of pregnant women, diagnosed with rupture of membrane>18 hours in labour during delivery at facility, managed and sent home healthy during the reporting month.",Rupture of membrane >18 hours in labour_Sent home healthy after discharge
1630813,aV5DEFM7V3S,Rupture of membrane >18 hours in labour,Rupture of membrane >18 hours in labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a345,"Number of pregnant women, diagnosed with rupture of membrane>18 hours in labour during delivery at facility, left the facility against medical advice during the reporting month.",Rupture of membrane >18 hours in labour_LAMA
1630813,aV5DEFM7V3S,Rupture of membrane >18 hours in labour,Rupture of membrane >18 hours in labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a346,"Number of pregnant women, diagnosed with rupture of membrane>18 hours in labour during delivery at facility, died at the facility during the reporting month.",Rupture of membrane >18 hours in labour_Died at facility
1630813,aV5DEFM7V3S,Rupture of membrane >18 hours in labour,Rupture of membrane >18 hours in labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a347,"Number of pregnant women, diagnosed with rupture of membrane>18 hours in labour during delivery at facility, managed , referred and survived after 3 days (from the date of referral)",Rupture of membrane >18 hours in labour_Outreferral (survival)
1630813,aV5DEFM7V3S,Rupture of membrane >18 hours in labour,Rupture of membrane >18 hours in labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a348,"Number of pregnant women, diagnosed with rupture of membrane>18 hours in labour during delivery at facility, managed , referred and died after 3 days (from the date of referral)",Rupture of membrane >18 hours in labour_Outreferral (died)
1630813,aV5DEFM7V3S,Rupture of membrane >18 hours in labour,Rupture of membrane >18 hours in labour,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a349,"Number of pregnant women, diagnosed with rupture of membrane>18 hours in labour during delivery at facility, referred and survival status unknown.",Rupture of membrane >18 hours in labour_Outreferral(status unknown)
1630814,gdYkw7ipDKB,Pregnancy induced hypertension,Pregnancy induced hypertension,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a350,"Number of pregnant women, diagnosed with pregnancy induced hypertension during delivery at facility, managed and sent home healthy during the reporting month.",Pregnancy induced hypertension_Sent home healthy after discharge
1630814,gdYkw7ipDKB,Pregnancy induced hypertension,Pregnancy induced hypertension,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a351,"Number of pregnant women, diagnosed with pregnancy induced hypertension during delivery at facility, left the facility against medical advice during the reporting month.",Pregnancy induced hypertension_LAMA
1630814,gdYkw7ipDKB,Pregnancy induced hypertension,Pregnancy induced hypertension,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a352,"Number of pregnant women, diagnosed with pregnancy induced hypertension during delivery at facility, died at the facility during the reporting month.",Pregnancy induced hypertension_Died at facility
1630814,gdYkw7ipDKB,Pregnancy induced hypertension,Pregnancy induced hypertension,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a353,"Number of pregnant women, diagnosed with pregnancy induced hypertension during delivery at facility, managed , referred and survived after 3 days (from the date of referral)",Pregnancy induced hypertension_Outreferral (survival)
1630814,gdYkw7ipDKB,Pregnancy induced hypertension,Pregnancy induced hypertension,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a354,"Number of pregnant women, diagnosed with pregnancy induced hypertension during delivery at facility, managed , referred and died after 3 days (from the date of referral)",Pregnancy induced hypertension_Outreferral (died)
1630814,gdYkw7ipDKB,Pregnancy induced hypertension,Pregnancy induced hypertension,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a355,"Number of pregnant women, diagnosed with pregnancy induced hypertension during delivery at facility, referred and survival status unknown.",Pregnancy induced hypertension_Outreferral(status unknown)
1630815,fVXuVqhdO3s,Mild / severe pre-Eclampsia,Mild / severe pre-Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a356,"Number of pregnant women, diagnosed with mild/severe pre-eclampsia during delivery at facility, managed and sent home healthy during the reporting month.",Mild / severe pre-Eclampsia_Sent home healthy after discharge
1630815,fVXuVqhdO3s,Mild / severe pre-Eclampsia,Mild / severe pre-Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a357,"Number of pregnant women, diagnosed with mild/severe pre-eclampsia during delivery at facility, left the facility against medical advice during the reporting month.",Mild / severe pre-Eclampsia_LAMA
1630815,fVXuVqhdO3s,Mild / severe pre-Eclampsia,Mild / severe pre-Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a358,"Number of pregnant women, diagnosed with mild/severe pre-eclampsia during delivery at facility, died at the facility during the reporting month.",Mild / severe pre-Eclampsia_Died at facility
1630815,fVXuVqhdO3s,Mild / severe pre-Eclampsia,Mild / severe pre-Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a359,"Number of pregnant women, diagnosed with mild/severe pre-eclampsia during delivery at facility, managed , referred and survived after 3 days (from the date of referral).",Mild / severe pre-Eclampsia_Outreferral (survival)
1630815,fVXuVqhdO3s,Mild / severe pre-Eclampsia,Mild / severe pre-Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a360,"Number of pregnant women, diagnosed with mild/severe pre-eclampsia during delivery at facility, managed , referred and died after 3 days (from the date of referral).",Mild / severe pre-Eclampsia_Outreferral (died)
1630815,fVXuVqhdO3s,Mild / severe pre-Eclampsia,Mild / severe pre-Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a361,"Number of pregnant women, diagnosed with mild/severe pre-eclampsia during delivery at facility, referred and survival status unknown.",Mild / severe pre-Eclampsia_Outreferral(status unknown)
1630816,qfUk0KlE0e5,Eclampsia,Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a362,"Number of pregnant women, diagnosed with eclampsia during delivery at facility, managed and sent home healthy during the reporting month.",Eclampsia_Sent home healthy after discharge
1630816,qfUk0KlE0e5,Eclampsia,Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a363,"Number of pregnant women, diagnosed with eclampsia during delivery at facility, left the facility against medical advice during the reporting month.",Eclampsia_LAMA
1630816,qfUk0KlE0e5,Eclampsia,Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625668,KVGWr84EzUU,Died at facility, a364,"Number of pregnant women, diagnosed with eclampsia during delivery at facility, died at the facility during the reporting month.",Eclampsia_Died at facility
1630816,qfUk0KlE0e5,Eclampsia,Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625673,XloUrQvZmto,Outreferral (survival), a365,"Number of pregnant women, diagnosed with eclampsia during delivery at facility, managed , referred and survived after 3 days (from the date of referral)",Eclampsia_Outreferral (survival)
1630816,qfUk0KlE0e5,Eclampsia,Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625672,aZSYgZZWaxN,Outreferral (died), a366,"Number of pregnant women, diagnosed with eclampsia during delivery at facility, managed , referred and died after 3 days (from the date of referral)",Eclampsia_Outreferral (died)
1630816,qfUk0KlE0e5,Eclampsia,Eclampsia,INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625670,V6cZsDu41Og,Outreferral(status unknown), a367,"Number of pregnant women, diagnosed with eclampsia during delivery at facility, referred and survival status unknown.",Eclampsia_Outreferral(status unknown)
1630817,wF56xgzwZSl,Antepartum hemorrhage (APH),Antepartum hemorrhage (APH),INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625671,TMKvLJaCbzy,Sent home healthy after discharge, a368,"Number of pregnant women, diagnosed with antepartum hemorrhage (APH) during delivery at facility, managed and sent home healthy during the reporting month.",Antepartum hemorrhage (APH)_Sent home healthy after discharge
1630817,wF56xgzwZSl,Antepartum hemorrhage (APH),Antepartum hemorrhage (APH),INTEGER,1625667,SWaLrOmHbGk,Maternal complication,1625669,Ma6EcI0fo9b,LAMA, a369,"Number of pregnant women, diagnosed with antepartum hemorrhage (APH) during delivery at facility, left the facility against medical advice during the reporting month.",Antepartum hemorrhage (APH)_LAMA
